Accession	Virus Name	Submitter Affiliation	Submitter Names	dataset
KY950205.1	Influenza A virus (A/Linkou/0169/2016(H3N2))	The Johns Hopkins Center for Excellence in Influenza Research and Surveillance (JH-CEIRS)		seasonal-flu-h3n2-ha-2016-2018-seed2
KY950164.1	Influenza A virus (A/Keelung/0081/2016(H3N2))	The Johns Hopkins Center for Excellence in Influenza Research and Surveillance (JH-CEIRS)		seasonal-flu-h3n2-ha-2016-2018-seed2
KY950159.1	Influenza A virus (A/Linkou/0185/2016(H3N2))	The Johns Hopkins Center for Excellence in Influenza Research and Surveillance (JH-CEIRS)		seasonal-flu-h3n2-ha-2016-2018-seed2
KY950134.1	Influenza A virus (A/Linkou/0051/2016(H3N2))	The Johns Hopkins Center for Excellence in Influenza Research and Surveillance (JH-CEIRS)		seasonal-flu-h3n2-ha-2016-2018-seed2
KY950123.1	Influenza A virus (A/Linkou/0192/2017(H3N2))	The Johns Hopkins Center for Excellence in Influenza Research and Surveillance (JH-CEIRS)		seasonal-flu-h3n2-ha-2016-2018-seed2
KY950107.1	Influenza A virus (A/Linkou/0166/2016(H3N2))	The Johns Hopkins Center for Excellence in Influenza Research and Surveillance (JH-CEIRS)		seasonal-flu-h3n2-ha-2016-2018-seed2
KY950075.1	Influenza A virus (A/Keelung/0091/2016(H3N2))	The Johns Hopkins Center for Excellence in Influenza Research and Surveillance (JH-CEIRS)		seasonal-flu-h3n2-ha-2016-2018-seed2
KY949971.1	Influenza A virus (A/Taipei/0095/2016(H3N2))	The Johns Hopkins Center for Excellence in Influenza Research and Surveillance (JH-CEIRS)		seasonal-flu-h3n2-ha-2016-2018-seed2
KY949936.1	Influenza A virus (A/Linkou/0194/2017(H3N2))	The Johns Hopkins Center for Excellence in Influenza Research and Surveillance (JH-CEIRS)		seasonal-flu-h3n2-ha-2016-2018-seed2
KY949902.1	Influenza A virus (A/Taipei/0092/2016(H3N2))	The Johns Hopkins Center for Excellence in Influenza Research and Surveillance (JH-CEIRS)		seasonal-flu-h3n2-ha-2016-2018-seed2
KY949886.1	Influenza A virus (A/Linkou/0168/2016(H3N2))	The Johns Hopkins Center for Excellence in Influenza Research and Surveillance (JH-CEIRS)		seasonal-flu-h3n2-ha-2016-2018-seed2
KY949885.1	Influenza A virus (A/Keelung/0097/2016(H3N2))	The Johns Hopkins Center for Excellence in Influenza Research and Surveillance (JH-CEIRS)		seasonal-flu-h3n2-ha-2016-2018-seed2
KY949883.1	Influenza A virus (A/Linkou/0186/2016(H3N2))	The Johns Hopkins Center for Excellence in Influenza Research and Surveillance (JH-CEIRS)		seasonal-flu-h3n2-ha-2016-2018-seed2
KY949873.1	Influenza A virus (A/Keelung/0089/2016(H3N2))	The Johns Hopkins Center for Excellence in Influenza Research and Surveillance (JH-CEIRS)		seasonal-flu-h3n2-ha-2016-2018-seed2
KY949869.1	Influenza A virus (A/Keelung/0082/2016(H3N2))	The Johns Hopkins Center for Excellence in Influenza Research and Surveillance (JH-CEIRS)		seasonal-flu-h3n2-ha-2016-2018-seed2
KY949854.1	Influenza A virus (A/Linkou/0173/2016(H3N2))	The Johns Hopkins Center for Excellence in Influenza Research and Surveillance (JH-CEIRS)		seasonal-flu-h3n2-ha-2016-2018-seed2
KY949839.1	Influenza A virus (A/Linkou/0187/2016(H3N2))	The Johns Hopkins Center for Excellence in Influenza Research and Surveillance (JH-CEIRS)		seasonal-flu-h3n2-ha-2016-2018-seed2
KY949789.1	Influenza A virus (A/Taipei/0088/2016(H3N2))	The Johns Hopkins Center for Excellence in Influenza Research and Surveillance (JH-CEIRS)		seasonal-flu-h3n2-ha-2016-2018-seed2
KY949757.1	Influenza A virus (A/Linkou/0164/2016(H3N2))	The Johns Hopkins Center for Excellence in Influenza Research and Surveillance (JH-CEIRS)		seasonal-flu-h3n2-ha-2016-2018-seed2
KY949735.1	Influenza A virus (A/Keelung/0095/2016(H3N2))	The Johns Hopkins Center for Excellence in Influenza Research and Surveillance (JH-CEIRS)		seasonal-flu-h3n2-ha-2016-2018-seed2
KY949649.1	Influenza A virus (A/Linkou/0181/2016(H3N2))	The Johns Hopkins Center for Excellence in Influenza Research and Surveillance (JH-CEIRS)		seasonal-flu-h3n2-ha-2016-2018-seed2
KY949642.1	Influenza A virus (A/Linkou/0153/2016(H3N2))	The Johns Hopkins Center for Excellence in Influenza Research and Surveillance (JH-CEIRS)		seasonal-flu-h3n2-ha-2016-2018-seed2
KY925917.1	Influenza A virus (A/Porto Alegre/LACENRS-1013/2016(H3N2))	Center for Research on Influenza Pathogenesis (CRIP)		seasonal-flu-h3n2-ha-2016-2018-seed2
KY872765.1	Influenza A virus (A/Kenya/023/2016(H3N2))	DEID Program on Human Respiratory Viruses, US Army Medical Research Directorate-Kenya (USAMRD-K)	Bulimo,W.D.,Opanda,S.M.,Majanja,J.M.,Omondi,M.W.,Njiri,J.	seasonal-flu-h3n2-ha-2016-2018-seed2
KY872764.1	Influenza A virus (A/Kenya/014/2016(H3N2))	DEID Program on Human Respiratory Viruses, US Army Medical Research Directorate-Kenya (USAMRD-K)	Bulimo,W.D.,Opanda,S.M.,Majanja,J.M.,Omondi,M.W.,Njiri,J.	seasonal-flu-h3n2-ha-2016-2018-seed2
KY872763.1	Influenza A virus (A/Kenya/015/2016(H3N2))	DEID Program on Human Respiratory Viruses, US Army Medical Research Directorate-Kenya (USAMRD-K)	Bulimo,W.D.,Opanda,S.M.,Majanja,J.M.,Omondi,M.W.,Njiri,J.	seasonal-flu-h3n2-ha-2016-2018-seed2
KY872762.1	Influenza A virus (A/Kenya/016/2016(H3N2))	DEID Program on Human Respiratory Viruses, US Army Medical Research Directorate-Kenya (USAMRD-K)	Bulimo,W.D.,Opanda,S.M.,Majanja,J.M.,Omondi,M.W.,Njiri,J.	seasonal-flu-h3n2-ha-2016-2018-seed2
KY694983.1	Influenza A virus (A/Asturias/26760/2016(H3N2))	Hospital Universitario Central de Asturias (HUCA), Virology-Microbiology	Boga,J.A.,Alvarez-Arguelles,M.E.,Martin,G.,Melon,S.,Ona-Navarro,Mde.	seasonal-flu-h3n2-ha-2016-2018-seed2
KY615543.1	Influenza A virus (A/Keelung/0026/2016(H3N2))	The Johns Hopkins Center for Excellence in Influenza Research and Surveillance (JH-CEIRS)		seasonal-flu-h3n2-ha-2016-2018-seed2
KY615528.1	Influenza A virus (A/Taipei/0020/2016(H3N2))	The Johns Hopkins Center for Excellence in Influenza Research and Surveillance (JH-CEIRS)		seasonal-flu-h3n2-ha-2016-2018-seed2
KY615391.1	Influenza A virus (A/Baltimore/0148/2016(H3N2))	The Johns Hopkins Center for Excellence in Influenza Research and Surveillance (JH-CEIRS)		seasonal-flu-h3n2-ha-2016-2018-seed2
KY583726.1	Influenza A virus (A/Ontario/024/2017(H3N2))	British Columbia Centre for Disease Control, Clinical Trials	Skowronski,D.M.,Chambers,C.,Sabaiduc,S.,Dickinson,J.A.,Winter,A.L.,De Serres,G.,Drews,S.J.,Jassem,A.,Gubbay,J.B.,Charest,H.,Balshaw,R.,Bastien,N.,Li,Y.,Krajden,M.,Winter,A.-L.	seasonal-flu-h3n2-ha-2016-2018-seed2
KY583724.1	Influenza A virus (A/Ontario/268/2016(H3N2))	British Columbia Centre for Disease Control, Clinical Trials	Skowronski,D.M.,Chambers,C.,Sabaiduc,S.,Dickinson,J.A.,Winter,A.L.,De Serres,G.,Drews,S.J.,Jassem,A.,Gubbay,J.B.,Charest,H.,Balshaw,R.,Bastien,N.,Li,Y.,Krajden,M.,Winter,A.-L.	seasonal-flu-h3n2-ha-2016-2018-seed2
KY583719.1	Influenza A virus (A/Ontario/013/2017(H3N2))	British Columbia Centre for Disease Control, Clinical Trials	Skowronski,D.M.,Chambers,C.,Sabaiduc,S.,Dickinson,J.A.,Winter,A.L.,De Serres,G.,Drews,S.J.,Jassem,A.,Gubbay,J.B.,Charest,H.,Balshaw,R.,Bastien,N.,Li,Y.,Krajden,M.,Winter,A.-L.	seasonal-flu-h3n2-ha-2016-2018-seed2
KY583716.1	Influenza A virus (A/Ontario/020/2017(H3N2))	British Columbia Centre for Disease Control, Clinical Trials	Skowronski,D.M.,Chambers,C.,Sabaiduc,S.,Dickinson,J.A.,Winter,A.L.,De Serres,G.,Drews,S.J.,Jassem,A.,Gubbay,J.B.,Charest,H.,Balshaw,R.,Bastien,N.,Li,Y.,Krajden,M.,Winter,A.-L.	seasonal-flu-h3n2-ha-2016-2018-seed2
KY583715.1	Influenza A virus (A/Ontario/246/2016(H3N2))	British Columbia Centre for Disease Control, Clinical Trials	Skowronski,D.M.,Chambers,C.,Sabaiduc,S.,Dickinson,J.A.,Winter,A.L.,De Serres,G.,Drews,S.J.,Jassem,A.,Gubbay,J.B.,Charest,H.,Balshaw,R.,Bastien,N.,Li,Y.,Krajden,M.,Winter,A.-L.	seasonal-flu-h3n2-ha-2016-2018-seed2
KY583714.1	Influenza A virus (A/Ontario/006/2017(H3N2))	British Columbia Centre for Disease Control, Clinical Trials	Skowronski,D.M.,Chambers,C.,Sabaiduc,S.,Dickinson,J.A.,Winter,A.L.,De Serres,G.,Drews,S.J.,Jassem,A.,Gubbay,J.B.,Charest,H.,Balshaw,R.,Bastien,N.,Li,Y.,Krajden,M.,Winter,A.-L.	seasonal-flu-h3n2-ha-2016-2018-seed2
KY583713.1	Influenza A virus (A/Ontario/242/2016(H3N2))	British Columbia Centre for Disease Control, Clinical Trials	Skowronski,D.M.,Chambers,C.,Sabaiduc,S.,Dickinson,J.A.,Winter,A.L.,De Serres,G.,Drews,S.J.,Jassem,A.,Gubbay,J.B.,Charest,H.,Balshaw,R.,Bastien,N.,Li,Y.,Krajden,M.,Winter,A.-L.	seasonal-flu-h3n2-ha-2016-2018-seed2
KY583709.1	Influenza A virus (A/Ontario/014/2017(H3N2))	British Columbia Centre for Disease Control, Clinical Trials	Skowronski,D.M.,Chambers,C.,Sabaiduc,S.,Dickinson,J.A.,Winter,A.L.,De Serres,G.,Drews,S.J.,Jassem,A.,Gubbay,J.B.,Charest,H.,Balshaw,R.,Bastien,N.,Li,Y.,Krajden,M.,Winter,A.-L.	seasonal-flu-h3n2-ha-2016-2018-seed2
KY583703.1	Influenza A virus (A/Ontario/265/2016(H3N2))	British Columbia Centre for Disease Control, Clinical Trials	Skowronski,D.M.,Chambers,C.,Sabaiduc,S.,Dickinson,J.A.,Winter,A.L.,De Serres,G.,Drews,S.J.,Jassem,A.,Gubbay,J.B.,Charest,H.,Balshaw,R.,Bastien,N.,Li,Y.,Krajden,M.,Winter,A.-L.	seasonal-flu-h3n2-ha-2016-2018-seed2
KY583701.1	Influenza A virus (A/Ontario/004/2017(H3N2))	British Columbia Centre for Disease Control, Clinical Trials	Skowronski,D.M.,Chambers,C.,Sabaiduc,S.,Dickinson,J.A.,Winter,A.L.,De Serres,G.,Drews,S.J.,Jassem,A.,Gubbay,J.B.,Charest,H.,Balshaw,R.,Bastien,N.,Li,Y.,Krajden,M.,Winter,A.-L.	seasonal-flu-h3n2-ha-2016-2018-seed2
KY583699.1	Influenza A virus (A/Ontario/245/2016(H3N2))	British Columbia Centre for Disease Control, Clinical Trials	Skowronski,D.M.,Chambers,C.,Sabaiduc,S.,Dickinson,J.A.,Winter,A.L.,De Serres,G.,Drews,S.J.,Jassem,A.,Gubbay,J.B.,Charest,H.,Balshaw,R.,Bastien,N.,Li,Y.,Krajden,M.,Winter,A.-L.	seasonal-flu-h3n2-ha-2016-2018-seed2
KY583685.1	Influenza A virus (A/Ontario/260/2016(H3N2))	British Columbia Centre for Disease Control, Clinical Trials	Skowronski,D.M.,Chambers,C.,Sabaiduc,S.,Dickinson,J.A.,Winter,A.L.,De Serres,G.,Drews,S.J.,Jassem,A.,Gubbay,J.B.,Charest,H.,Balshaw,R.,Bastien,N.,Li,Y.,Krajden,M.,Winter,A.-L.	seasonal-flu-h3n2-ha-2016-2018-seed2
KY583684.1	Influenza A virus (A/Ontario/259/2016(H3N2))	British Columbia Centre for Disease Control, Clinical Trials	Skowronski,D.M.,Chambers,C.,Sabaiduc,S.,Dickinson,J.A.,Winter,A.L.,De Serres,G.,Drews,S.J.,Jassem,A.,Gubbay,J.B.,Charest,H.,Balshaw,R.,Bastien,N.,Li,Y.,Krajden,M.,Winter,A.-L.	seasonal-flu-h3n2-ha-2016-2018-seed2
KY583668.1	Influenza A virus (A/British Columbia/045/2017(H3N2))	British Columbia Centre for Disease Control, Clinical Trials	Skowronski,D.M.,Chambers,C.,Sabaiduc,S.,Dickinson,J.A.,Winter,A.L.,De Serres,G.,Drews,S.J.,Jassem,A.,Gubbay,J.B.,Charest,H.,Balshaw,R.,Bastien,N.,Li,Y.,Krajden,M.,Winter,A.-L.	seasonal-flu-h3n2-ha-2016-2018-seed2
KY583665.1	Influenza A virus (A/British Columbia/142/2016(H3N2))	British Columbia Centre for Disease Control, Clinical Trials	Skowronski,D.M.,Chambers,C.,Sabaiduc,S.,Dickinson,J.A.,Winter,A.L.,De Serres,G.,Drews,S.J.,Jassem,A.,Gubbay,J.B.,Charest,H.,Balshaw,R.,Bastien,N.,Li,Y.,Krajden,M.,Winter,A.-L.	seasonal-flu-h3n2-ha-2016-2018-seed2
KY583664.1	Influenza A virus (A/British Columbia/141/2016(H3N2))	British Columbia Centre for Disease Control, Clinical Trials	Skowronski,D.M.,Chambers,C.,Sabaiduc,S.,Dickinson,J.A.,Winter,A.L.,De Serres,G.,Drews,S.J.,Jassem,A.,Gubbay,J.B.,Charest,H.,Balshaw,R.,Bastien,N.,Li,Y.,Krajden,M.,Winter,A.-L.	seasonal-flu-h3n2-ha-2016-2018-seed2
KY583662.1	Influenza A virus (A/British Columbia/124/2016(H3N2))	British Columbia Centre for Disease Control, Clinical Trials	Skowronski,D.M.,Chambers,C.,Sabaiduc,S.,Dickinson,J.A.,Winter,A.L.,De Serres,G.,Drews,S.J.,Jassem,A.,Gubbay,J.B.,Charest,H.,Balshaw,R.,Bastien,N.,Li,Y.,Krajden,M.,Winter,A.-L.	seasonal-flu-h3n2-ha-2016-2018-seed2
KY583658.1	Influenza A virus (A/British Columbia/040/2017(H3N2))	British Columbia Centre for Disease Control, Clinical Trials	Skowronski,D.M.,Chambers,C.,Sabaiduc,S.,Dickinson,J.A.,Winter,A.L.,De Serres,G.,Drews,S.J.,Jassem,A.,Gubbay,J.B.,Charest,H.,Balshaw,R.,Bastien,N.,Li,Y.,Krajden,M.,Winter,A.-L.	seasonal-flu-h3n2-ha-2016-2018-seed2
KY583650.1	Influenza A virus (A/British Columbia/007/2017(H3N2))	British Columbia Centre for Disease Control, Clinical Trials	Skowronski,D.M.,Chambers,C.,Sabaiduc,S.,Dickinson,J.A.,Winter,A.L.,De Serres,G.,Drews,S.J.,Jassem,A.,Gubbay,J.B.,Charest,H.,Balshaw,R.,Bastien,N.,Li,Y.,Krajden,M.,Winter,A.-L.	seasonal-flu-h3n2-ha-2016-2018-seed2
KY583649.1	Influenza A virus (A/British Columbia/005/2017(H3N2))	British Columbia Centre for Disease Control, Clinical Trials	Skowronski,D.M.,Chambers,C.,Sabaiduc,S.,Dickinson,J.A.,Winter,A.L.,De Serres,G.,Drews,S.J.,Jassem,A.,Gubbay,J.B.,Charest,H.,Balshaw,R.,Bastien,N.,Li,Y.,Krajden,M.,Winter,A.-L.	seasonal-flu-h3n2-ha-2016-2018-seed2
KY583645.1	Influenza A virus (A/British Columbia/004/2017(H3N2))	British Columbia Centre for Disease Control, Clinical Trials	Skowronski,D.M.,Chambers,C.,Sabaiduc,S.,Dickinson,J.A.,Winter,A.L.,De Serres,G.,Drews,S.J.,Jassem,A.,Gubbay,J.B.,Charest,H.,Balshaw,R.,Bastien,N.,Li,Y.,Krajden,M.,Winter,A.-L.	seasonal-flu-h3n2-ha-2016-2018-seed2
KY583643.1	Influenza A virus (A/British Columbia/017/2017(H3N2))	British Columbia Centre for Disease Control, Clinical Trials	Skowronski,D.M.,Chambers,C.,Sabaiduc,S.,Dickinson,J.A.,Winter,A.L.,De Serres,G.,Drews,S.J.,Jassem,A.,Gubbay,J.B.,Charest,H.,Balshaw,R.,Bastien,N.,Li,Y.,Krajden,M.,Winter,A.-L.	seasonal-flu-h3n2-ha-2016-2018-seed2
KY583641.1	Influenza A virus (A/British Columbia/003/2017(H3N2))	British Columbia Centre for Disease Control, Clinical Trials	Skowronski,D.M.,Chambers,C.,Sabaiduc,S.,Dickinson,J.A.,Winter,A.L.,De Serres,G.,Drews,S.J.,Jassem,A.,Gubbay,J.B.,Charest,H.,Balshaw,R.,Bastien,N.,Li,Y.,Krajden,M.,Winter,A.-L.	seasonal-flu-h3n2-ha-2016-2018-seed2
KY583640.1	Influenza A virus (A/British Columbia/035/2017(H3N2))	British Columbia Centre for Disease Control, Clinical Trials	Skowronski,D.M.,Chambers,C.,Sabaiduc,S.,Dickinson,J.A.,Winter,A.L.,De Serres,G.,Drews,S.J.,Jassem,A.,Gubbay,J.B.,Charest,H.,Balshaw,R.,Bastien,N.,Li,Y.,Krajden,M.,Winter,A.-L.	seasonal-flu-h3n2-ha-2016-2018-seed2
KY583633.1	Influenza A virus (A/British Columbia/021/2017(H3N2))	British Columbia Centre for Disease Control, Clinical Trials	Skowronski,D.M.,Chambers,C.,Sabaiduc,S.,Dickinson,J.A.,Winter,A.L.,De Serres,G.,Drews,S.J.,Jassem,A.,Gubbay,J.B.,Charest,H.,Balshaw,R.,Bastien,N.,Li,Y.,Krajden,M.,Winter,A.-L.	seasonal-flu-h3n2-ha-2016-2018-seed2
KY583632.1	Influenza A virus (A/British Columbia/030/2017(H3N2))	British Columbia Centre for Disease Control, Clinical Trials	Skowronski,D.M.,Chambers,C.,Sabaiduc,S.,Dickinson,J.A.,Winter,A.L.,De Serres,G.,Drews,S.J.,Jassem,A.,Gubbay,J.B.,Charest,H.,Balshaw,R.,Bastien,N.,Li,Y.,Krajden,M.,Winter,A.-L.	seasonal-flu-h3n2-ha-2016-2018-seed2
KY583631.1	Influenza A virus (A/British Columbia/011/2017(H3N2))	British Columbia Centre for Disease Control, Clinical Trials	Skowronski,D.M.,Chambers,C.,Sabaiduc,S.,Dickinson,J.A.,Winter,A.L.,De Serres,G.,Drews,S.J.,Jassem,A.,Gubbay,J.B.,Charest,H.,Balshaw,R.,Bastien,N.,Li,Y.,Krajden,M.,Winter,A.-L.	seasonal-flu-h3n2-ha-2016-2018-seed2
KY583630.1	Influenza A virus (A/British Columbia/050/2017(H3N2))	British Columbia Centre for Disease Control, Clinical Trials	Skowronski,D.M.,Chambers,C.,Sabaiduc,S.,Dickinson,J.A.,Winter,A.L.,De Serres,G.,Drews,S.J.,Jassem,A.,Gubbay,J.B.,Charest,H.,Balshaw,R.,Bastien,N.,Li,Y.,Krajden,M.,Winter,A.-L.	seasonal-flu-h3n2-ha-2016-2018-seed2
KY583627.1	Influenza A virus (A/British Columbia/028/2017(H3N2))	British Columbia Centre for Disease Control, Clinical Trials	Skowronski,D.M.,Chambers,C.,Sabaiduc,S.,Dickinson,J.A.,Winter,A.L.,De Serres,G.,Drews,S.J.,Jassem,A.,Gubbay,J.B.,Charest,H.,Balshaw,R.,Bastien,N.,Li,Y.,Krajden,M.,Winter,A.-L.	seasonal-flu-h3n2-ha-2016-2018-seed2
KY583623.1	Influenza A virus (A/British Columbia/041/2017(H3N2))	British Columbia Centre for Disease Control, Clinical Trials	Skowronski,D.M.,Chambers,C.,Sabaiduc,S.,Dickinson,J.A.,Winter,A.L.,De Serres,G.,Drews,S.J.,Jassem,A.,Gubbay,J.B.,Charest,H.,Balshaw,R.,Bastien,N.,Li,Y.,Krajden,M.,Winter,A.-L.	seasonal-flu-h3n2-ha-2016-2018-seed2
KY583620.1	Influenza A virus (A/British Columbia/027/2017(H3N2))	British Columbia Centre for Disease Control, Clinical Trials	Skowronski,D.M.,Chambers,C.,Sabaiduc,S.,Dickinson,J.A.,Winter,A.L.,De Serres,G.,Drews,S.J.,Jassem,A.,Gubbay,J.B.,Charest,H.,Balshaw,R.,Bastien,N.,Li,Y.,Krajden,M.,Winter,A.-L.	seasonal-flu-h3n2-ha-2016-2018-seed2
KY583617.1	Influenza A virus (A/British Columbia/032/2017(H3N2))	British Columbia Centre for Disease Control, Clinical Trials	Skowronski,D.M.,Chambers,C.,Sabaiduc,S.,Dickinson,J.A.,Winter,A.L.,De Serres,G.,Drews,S.J.,Jassem,A.,Gubbay,J.B.,Charest,H.,Balshaw,R.,Bastien,N.,Li,Y.,Krajden,M.,Winter,A.-L.	seasonal-flu-h3n2-ha-2016-2018-seed2
KY583616.1	Influenza A virus (A/British Columbia/014/2017(H3N2))	British Columbia Centre for Disease Control, Clinical Trials	Skowronski,D.M.,Chambers,C.,Sabaiduc,S.,Dickinson,J.A.,Winter,A.L.,De Serres,G.,Drews,S.J.,Jassem,A.,Gubbay,J.B.,Charest,H.,Balshaw,R.,Bastien,N.,Li,Y.,Krajden,M.,Winter,A.-L.	seasonal-flu-h3n2-ha-2016-2018-seed2
KY583614.1	Influenza A virus (A/British Columbia/127/2016(H3N2))	British Columbia Centre for Disease Control, Clinical Trials	Skowronski,D.M.,Chambers,C.,Sabaiduc,S.,Dickinson,J.A.,Winter,A.L.,De Serres,G.,Drews,S.J.,Jassem,A.,Gubbay,J.B.,Charest,H.,Balshaw,R.,Bastien,N.,Li,Y.,Krajden,M.,Winter,A.-L.	seasonal-flu-h3n2-ha-2016-2018-seed2
KY583608.1	Influenza A virus (A/British Columbia/125/2016(H3N2))	British Columbia Centre for Disease Control, Clinical Trials	Skowronski,D.M.,Chambers,C.,Sabaiduc,S.,Dickinson,J.A.,Winter,A.L.,De Serres,G.,Drews,S.J.,Jassem,A.,Gubbay,J.B.,Charest,H.,Balshaw,R.,Bastien,N.,Li,Y.,Krajden,M.,Winter,A.-L.	seasonal-flu-h3n2-ha-2016-2018-seed2
KY583606.1	Influenza A virus (A/British Columbia/123/2016(H3N2))	British Columbia Centre for Disease Control, Clinical Trials	Skowronski,D.M.,Chambers,C.,Sabaiduc,S.,Dickinson,J.A.,Winter,A.L.,De Serres,G.,Drews,S.J.,Jassem,A.,Gubbay,J.B.,Charest,H.,Balshaw,R.,Bastien,N.,Li,Y.,Krajden,M.,Winter,A.-L.	seasonal-flu-h3n2-ha-2016-2018-seed2
KY583605.1	Influenza A virus (A/British Columbia/130/2016(H3N2))	British Columbia Centre for Disease Control, Clinical Trials	Skowronski,D.M.,Chambers,C.,Sabaiduc,S.,Dickinson,J.A.,Winter,A.L.,De Serres,G.,Drews,S.J.,Jassem,A.,Gubbay,J.B.,Charest,H.,Balshaw,R.,Bastien,N.,Li,Y.,Krajden,M.,Winter,A.-L.	seasonal-flu-h3n2-ha-2016-2018-seed2
KY583604.1	Influenza A virus (A/British Columbia/118/2016(H3N2))	British Columbia Centre for Disease Control, Clinical Trials	Skowronski,D.M.,Chambers,C.,Sabaiduc,S.,Dickinson,J.A.,Winter,A.L.,De Serres,G.,Drews,S.J.,Jassem,A.,Gubbay,J.B.,Charest,H.,Balshaw,R.,Bastien,N.,Li,Y.,Krajden,M.,Winter,A.-L.	seasonal-flu-h3n2-ha-2016-2018-seed2
KY583597.1	Influenza A virus (A/British Columbia/150/2016(H3N2))	British Columbia Centre for Disease Control, Clinical Trials	Skowronski,D.M.,Chambers,C.,Sabaiduc,S.,Dickinson,J.A.,Winter,A.L.,De Serres,G.,Drews,S.J.,Jassem,A.,Gubbay,J.B.,Charest,H.,Balshaw,R.,Bastien,N.,Li,Y.,Krajden,M.,Winter,A.-L.	seasonal-flu-h3n2-ha-2016-2018-seed2
KY583596.1	Influenza A virus (A/British Columbia/147/2016(H3N2))	British Columbia Centre for Disease Control, Clinical Trials	Skowronski,D.M.,Chambers,C.,Sabaiduc,S.,Dickinson,J.A.,Winter,A.L.,De Serres,G.,Drews,S.J.,Jassem,A.,Gubbay,J.B.,Charest,H.,Balshaw,R.,Bastien,N.,Li,Y.,Krajden,M.,Winter,A.-L.	seasonal-flu-h3n2-ha-2016-2018-seed2
KY583594.1	Influenza A virus (A/British Columbia/120/2016(H3N2))	British Columbia Centre for Disease Control, Clinical Trials	Skowronski,D.M.,Chambers,C.,Sabaiduc,S.,Dickinson,J.A.,Winter,A.L.,De Serres,G.,Drews,S.J.,Jassem,A.,Gubbay,J.B.,Charest,H.,Balshaw,R.,Bastien,N.,Li,Y.,Krajden,M.,Winter,A.-L.	seasonal-flu-h3n2-ha-2016-2018-seed2
KY583593.1	Influenza A virus (A/British Columbia/134/2016(H3N2))	British Columbia Centre for Disease Control, Clinical Trials	Skowronski,D.M.,Chambers,C.,Sabaiduc,S.,Dickinson,J.A.,Winter,A.L.,De Serres,G.,Drews,S.J.,Jassem,A.,Gubbay,J.B.,Charest,H.,Balshaw,R.,Bastien,N.,Li,Y.,Krajden,M.,Winter,A.-L.	seasonal-flu-h3n2-ha-2016-2018-seed2
KY583582.1	Influenza A virus (A/Alberta/158/2016(H3N2))	British Columbia Centre for Disease Control, Clinical Trials	Skowronski,D.M.,Chambers,C.,Sabaiduc,S.,Dickinson,J.A.,Winter,A.L.,De Serres,G.,Drews,S.J.,Jassem,A.,Gubbay,J.B.,Charest,H.,Balshaw,R.,Bastien,N.,Li,Y.,Krajden,M.,Winter,A.-L.	seasonal-flu-h3n2-ha-2016-2018-seed2
KY583562.1	Influenza A virus (A/Alberta/166/2016(H3N2))	British Columbia Centre for Disease Control, Clinical Trials	Skowronski,D.M.,Chambers,C.,Sabaiduc,S.,Dickinson,J.A.,Winter,A.L.,De Serres,G.,Drews,S.J.,Jassem,A.,Gubbay,J.B.,Charest,H.,Balshaw,R.,Bastien,N.,Li,Y.,Krajden,M.,Winter,A.-L.	seasonal-flu-h3n2-ha-2016-2018-seed2
KY583560.1	Influenza A virus (A/Alberta/227/2016(H3N2))	British Columbia Centre for Disease Control, Clinical Trials	Skowronski,D.M.,Chambers,C.,Sabaiduc,S.,Dickinson,J.A.,Winter,A.L.,De Serres,G.,Drews,S.J.,Jassem,A.,Gubbay,J.B.,Charest,H.,Balshaw,R.,Bastien,N.,Li,Y.,Krajden,M.,Winter,A.-L.	seasonal-flu-h3n2-ha-2016-2018-seed2
KY583559.1	Influenza A virus (A/Alberta/203/2016(H3N2))	British Columbia Centre for Disease Control, Clinical Trials	Skowronski,D.M.,Chambers,C.,Sabaiduc,S.,Dickinson,J.A.,Winter,A.L.,De Serres,G.,Drews,S.J.,Jassem,A.,Gubbay,J.B.,Charest,H.,Balshaw,R.,Bastien,N.,Li,Y.,Krajden,M.,Winter,A.-L.	seasonal-flu-h3n2-ha-2016-2018-seed2
KY583557.1	Influenza A virus (A/Alberta/230/2016(H3N2))	British Columbia Centre for Disease Control, Clinical Trials	Skowronski,D.M.,Chambers,C.,Sabaiduc,S.,Dickinson,J.A.,Winter,A.L.,De Serres,G.,Drews,S.J.,Jassem,A.,Gubbay,J.B.,Charest,H.,Balshaw,R.,Bastien,N.,Li,Y.,Krajden,M.,Winter,A.-L.	seasonal-flu-h3n2-ha-2016-2018-seed2
KY583555.1	Influenza A virus (A/Alberta/165/2016(H3N2))	British Columbia Centre for Disease Control, Clinical Trials	Skowronski,D.M.,Chambers,C.,Sabaiduc,S.,Dickinson,J.A.,Winter,A.L.,De Serres,G.,Drews,S.J.,Jassem,A.,Gubbay,J.B.,Charest,H.,Balshaw,R.,Bastien,N.,Li,Y.,Krajden,M.,Winter,A.-L.	seasonal-flu-h3n2-ha-2016-2018-seed2
